ID_Produksi,Tanggal,Shift,ID_Mesin,ID_Operator,ID_Material,Qty_Produksi,Qty_OK,Qty_NG,Setting_Speed_RPM,Suhu_Mesin_Celsius,Durasi_Jam
TRX-PRD-005352,2026-05-20,Shift C,MC-013,OP-049,MAT-001,2051,2010,41,1600,67.6,6.48
TRX-PRD-005353,2026-06-23,Shift B,MC-010,OP-059,MAT-004,1481,1424,57,1600,65.1,4.76
TRX-PRD-005354,2026-05-09,Shift C,MC-003,OP-006,MAT-009,2431,2389,42,800,65.8,7.84
TRX-PRD-005355,2026-04-02,Shift B,MC-003,OP-012,MAT-006,1465,1422,43,1200,65.5,4.17
TRX-PRD-005356,2026-06-11,Shift A,MC-012,OP-033,MAT-001,2667,2627,40,800,77.7,5.53
TRX-PRD-005357,2026-05-24,Shift A,MC-014,OP-007,MAT-014,2697,2647,50,1200,69.4,5.86
TRX-PRD-005358,2026-05-12,Shift C,MC-010,OP-010,MAT-004,2825,2780,45,800,81.7,5.67
TRX-PRD-005359,2026-04-04,Shift C,MC-009,OP-059,MAT-006,2392,2371,21,1700,69.1,4.73
TRX-PRD-005360,2026-04-22,Shift A,MC-001,OP-028,MAT-012,1750,1694,56,1600,-30.0,7.29
TRX-PRD-005361,2026-04-22,Shift A,MC-008,OP-009,MAT-005,860,843,17,1700,69.4,5.03
TRX-PRD-005362,2026-06-17,Shift C,MC-007,OP-033,MAT-007,2412,2384,28,1700,74.0,7.73
TRX-PRD-005363,2026-04-29,Shift B,MC-014,OP-016,MAT-009,1749,1291,458,800,-38.8,7.74
TRX-PRD-005364,2026-03-29,Shift C,MC-002,OP-039,MAT-008,2591,2541,50,1500,77.3,4.39
TRX-PRD-005365,2026-05-27,Shift A,MC-013,OP-017,MAT-003,1831,1806,25,1300,85.0,5.71
TRX-PRD-005366,2026-04-18,Shift B,MC-003,OP-027,MAT-001,973,706,267,1600,70.8,5.88
TRX-PRD-005367,2026-05-18,Shift B,MC-009,,MAT-012,706,554,152,800,-47.0,5.41
TRX-PRD-005368,2026-04-08,Shift C,MC-002,OP-057,MAT-012,1598,1546,52,1800,67.1,4.95
TRX-PRD-005369,2026-04-24,Shift B,MC-004,OP-038,MAT-002,1668,1311,357,800,70.3,7.88
TRX-PRD-005370,2026-06-18,Shift C,MC-004,OP-029,MAT-006,1937,1923,14,800,49.5,6.01
TRX-PRD-005371,2026-05-14,Shift B,MC-006,,MAT-012,1368,1171,197,1000,78.9,7.05
TRX-PRD-005372,2026-06-06,Shift A,MC-004,OP-005,MAT-009,1650,1617,33,1500,80.4,6.14
TRX-PRD-005373,2026-06-17,Shift A,MC-002,OP-059,MAT-004,2574,2548,26,1600,91.0,7.62
TRX-PRD-005374,2026-05-05,Shift C,MC-009,OP-015,MAT-003,2150,2121,29,1500,84.0,5.81
TRX-PRD-005375,2026-04-05,Shift B,MC-013,OP-055,MAT-014,2495,1981,514,800,68.9,5.69
TRX-PRD-005376,2026-04-21,Shift B,MC-006,OP-038,MAT-003,2437,2068,369,1300,77.9,4.15
TRX-PRD-005377,2026-04-16,Shift C,MC-003,OP-040,MAT-014,2948,2891,57,800,55.2,4.09
TRX-PRD-005378,2026-04-11,Shift B,MC-010,OP-050,MAT-006,2073,1686,387,1700,76.6,4.4
TRX-PRD-005379,2026-06-07,Shift A,MC-010,OP-007,MAT-008,1782,1764,18,1700,80.6,5.44
TRX-PRD-005380,2026-04-27,Shift A,MC-008,OP-020,MAT-012,2045,2025,20,1300,51.1,5.05
TRX-PRD-005381,2026-04-14,Shift B,MC-010,OP-053,MAT-011,2155,1887,268,1000,78.5,5.28
TRX-PRD-005382,2026-05-17,Shift B,MC-004,OP-034,MAT-013,2922,2261,661,1700,82.6,6.67
TRX-PRD-005383,2026-04-18,Shift A,MC-007,OP-030,MAT-009,1485,1466,19,800,-23.1,7.2
TRX-PRD-005384,2026-05-11,Shift B,MC-011,OP-058,MAT-011,1506,1317,189,1500,98.9,6.47
TRX-PRD-005385,2026-04-02,Shift B,MC-006,OP-025,MAT-009,1483,1403,80,1000,73.2,7.34
TRX-PRD-005386,2026-04-20,Shift B,MC-003,OP-055,MAT-004,1681,1352,329,800,72.5,7.34
TRX-PRD-005387,2026-06-16,Shift C,MC-003,OP-007,MAT-002,2081,2057,24,1800,94.4,7.9
TRX-PRD-005388,2026-05-24,Shift B,MC-002,OP-004,MAT-003,718,579,139,1800,82.4,5.75
TRX-PRD-005389,2026-05-30,Shift A,MC-008,OP-008,MAT-010,771,765,6,1500,85.6,4.02
TRX-PRD-005390,2026-04-04,Shift A,MC-001,OP-020,MAT-014,1190,1168,22,1000,71.9,6.19
TRX-PRD-005391,2026-03-30,Shift A,MC-001,OP-007,MAT-004,2837,2797,40,1200,79.4,6.64
TRX-PRD-005392,2026-06-07,Shift C,MC-002,OP-040,MAT-003,1591,1566,25,1500,80.2,5.79
TRX-PRD-005393,2026-05-20,Shift C,MC-006,OP-006,MAT-012,1770,1730,40,1700,62.1,7.56
TRX-PRD-005394,2026-05-14,Shift C,MC-011,OP-017,MAT-007,1844,1815,29,1800,89.6,7.54
TRX-PRD-005395,2026-06-16,Shift C,MC-002,OP-043,MAT-012,986,975,11,1200,89.9,6.44
TRX-PRD-005396,2026-03-29,Shift C,MC-013,OP-020,MAT-003,2039,2015,24,1600,56.2,6.27
TRX-PRD-005397,2026-06-04,Shift B,MC-013,OP-045,MAT-003,2044,1935,109,1700,73.1,6.47
TRX-PRD-005398,2026-04-12,Shift B,MC-014,OP-040,MAT-011,609,572,37,1700,68.9,5.51
TRX-PRD-005399,2026-05-25,Shift C,MC-013,OP-045,MAT-006,2945,2907,38,1800,55.4,7.81
TRX-PRD-005400,2026-06-12,Shift C,MC-008,OP-037,MAT-012,2576,2536,40,800,-35.2,5.85
TRX-PRD-005401,2026-04-01,Shift C,MC-007,OP-057,MAT-012,1516,1472,44,1800,86.2,7.6
TRX-PRD-005402,2026-06-08,Shift A,MC-008,OP-007,MAT-012,1219,1209,10,1700,76.0,6.0
TRX-PRD-005403,2026-05-10,Shift B,MC-008,OP-060,MAT-006,1571,1506,65,1700,-20.1,6.97
TRX-PRD-005404,2026-05-13,Shift A,MC-008,OP-027,MAT-004,512,494,18,1600,76.7,5.76
TRX-PRD-005405,2026-06-07,Shift B,MC-013,OP-044,MAT-003,1140,1096,44,1600,66.7,7.01
TRX-PRD-005406,2026-05-30,Shift B,MC-013,OP-027,MAT-009,1381,1055,326,1800,80.9,4.13
TRX-PRD-005407,2026-06-12,Shift C,MC-012,OP-052,MAT-001,2209,2177,32,1200,82.2,6.65
TRX-PRD-005408,2026-04-07,Shift B,MC-005,OP-028,MAT-002,2805,2456,349,1800,71.1,7.4
TRX-PRD-005409,2026-03-28,Shift B,MC-005,OP-058,MAT-002,2301,1738,563,1200,83.0,6.11
TRX-PRD-005410,2026-05-07,Shift C,MC-007,OP-023,MAT-006,692,680,12,1500,84.2,7.73
TRX-PRD-005411,2026-06-16,Shift C,MC-012,OP-050,MAT-001,2570,2472,98,1700,93.0,6.66
TRX-PRD-005412,2026-04-04,Shift A,MC-012,OP-013,MAT-006,2130,2090,40,1700,72.7,4.25
TRX-PRD-005413,2026-06-15,Shift A,MC-008,OP-016,MAT-005,1866,1803,63,1200,62.5,4.18
TRX-PRD-005414,2026-04-07,Shift C,MC-014,OP-058,MAT-002,1492,1424,68,1000,78.1,6.33
TRX-PRD-005415,2026-05-17,Shift A,MC-001,OP-026,MAT-014,868,850,18,1800,78.5,4.36
TRX-PRD-005416,2026-05-28,Shift C,MC-005,OP-024,MAT-006,1991,1960,31,1500,72.3,7.23
TRX-PRD-005417,2026-04-20,Shift C,MC-014,OP-030,MAT-002,2199,2177,22,1500,57.5,4.35
TRX-PRD-005418,2026-06-19,Shift B,MC-004,OP-004,MAT-004,2599,1907,692,1700,73.2,6.04
TRX-PRD-005419,2026-05-09,Shift A,MC-008,OP-023,MAT-003,1798,1763,35,800,90.2,6.27
TRX-PRD-005420,2026-05-19,Shift B,MC-007,OP-034,MAT-007,2282,1664,618,1700,72.4,6.5
TRX-PRD-005421,2026-06-22,Shift B,MC-009,,MAT-005,1901,1504,397,1200,64.6,7.43
TRX-PRD-005422,2026-06-06,Shift C,MC-005,OP-029,MAT-001,2837,2778,59,800,83.5,4.79
TRX-PRD-005423,2026-05-11,Shift C,MC-002,OP-057,MAT-007,1354,1306,48,1200,83.4,5.03
TRX-PRD-005424,2026-05-18,Shift B,MC-013,OP-013,MAT-002,701,665,36,800,87.3,6.62
TRX-PRD-005425,2026-04-10,Shift C,MC-007,OP-021,MAT-005,2433,2405,28,800,79.6,6.24
TRX-PRD-005426,2026-06-09,Shift C,MC-011,OP-004,MAT-010,889,853,36,1700,84.1,4.96
TRX-PRD-005427,2026-06-22,Shift C,MC-003,OP-028,MAT-010,1401,1368,33,1200,78.3,5.71
TRX-PRD-005428,2026-05-29,Shift C,MC-002,OP-016,MAT-005,2850,2715,135,1000,71.2,7.08
TRX-PRD-005429,2026-04-24,Shift A,MC-001,OP-015,MAT-013,2679,2653,26,1000,73.2,7.65
TRX-PRD-005430,2026-06-19,Shift B,MC-005,OP-048,MAT-010,865,707,158,1800,84.5,4.49
TRX-PRD-005431,2026-06-09,Shift B,MC-008,OP-011,MAT-010,1111,946,165,1300,90.1,7.93
TRX-PRD-005432,2026-05-08,Shift B,MC-004,OP-027,MAT-006,1512,1270,242,1600,80.1,6.85
TRX-PRD-005433,2026-06-05,Shift C,MC-012,OP-026,MAT-012,590,580,10,1500,59.2,7.99
TRX-PRD-005434,2026-06-24,Shift A,MC-005,OP-024,MAT-011,2533,2511,22,1000,89.2,5.72
TRX-PRD-005435,2026-04-18,Shift B,MC-010,OP-058,MAT-011,1026,851,175,1500,80.9,6.19
TRX-PRD-005436,2026-04-09,Shift B,MC-007,OP-018,MAT-004,2642,1986,656,1700,77.6,5.14
TRX-PRD-005437,2026-06-25,Shift C,MC-011,OP-055,MAT-012,1165,1132,33,1300,66.5,7.83
TRX-PRD-005438,2026-04-29,Shift A,MC-007,OP-039,MAT-009,1379,1348,31,1700,72.2,4.31
TRX-PRD-005439,2026-05-10,Shift A,MC-005,OP-012,MAT-013,2487,2465,22,1500,91.9,6.44
TRX-PRD-005440,2026-05-02,Shift A,MC-005,OP-039,MAT-004,1618,1604,14,1500,99.1,5.38
TRX-PRD-005441,2026-06-11,Shift A,MC-012,OP-033,MAT-003,1932,1913,19,1300,76.4,4.99
TRX-PRD-005442,2026-04-13,Shift A,MC-014,OP-045,MAT-005,2032,2016,16,1000,67.4,6.35
TRX-PRD-005443,2026-05-07,Shift C,MC-013,OP-060,MAT-008,2477,2446,31,1600,71.7,5.06
TRX-PRD-005444,2026-04-14,Shift C,MC-013,OP-029,MAT-001,2252,2227,25,1700,68.0,7.17
TRX-PRD-005445,2026-03-28,Shift A,MC-007,OP-022,MAT-004,2337,2266,71,1800,75.3,5.04
TRX-PRD-005446,2026-05-03,Shift B,MC-008,OP-022,MAT-010,1029,885,144,1700,68.8,4.69
TRX-PRD-005447,2026-06-02,Shift C,MC-011,OP-001,MAT-007,2750,2710,40,1200,83.2,7.44
TRX-PRD-005448,2026-06-07,Shift C,MC-009,OP-002,MAT-011,2557,2501,56,800,80.9,6.06
TRX-PRD-005449,2026-04-20,Shift A,MC-001,OP-018,MAT-002,516,494,22,1500,63.8,4.78
TRX-PRD-005450,2026-05-11,Shift C,MC-008,OP-011,MAT-003,2506,2390,116,1200,70.3,7.84
TRX-PRD-005451,2026-03-29,Shift A,MC-002,,MAT-003,1193,1175,18,1800,46.8,7.7
TRX-PRD-005452,2026-04-14,Shift C,MC-014,OP-049,MAT-010,2599,2566,33,1300,73.0,6.45
TRX-PRD-005453,2026-06-21,Shift A,MC-004,OP-037,MAT-004,1229,1212,17,1200,78.3,6.2
TRX-PRD-005454,2026-06-19,Shift B,MC-011,OP-009,MAT-013,2687,2245,442,1000,72.7,7.15
TRX-PRD-005455,2026-04-03,Shift C,MC-009,OP-013,MAT-001,2573,2532,41,1600,73.5,4.65
TRX-PRD-005456,2026-06-22,Shift A,MC-006,OP-016,MAT-003,1074,1032,42,1700,69.8,7.85
TRX-PRD-005457,2026-03-30,Shift C,MC-010,OP-025,MAT-002,921,906,15,1800,79.9,7.97
TRX-PRD-005458,2026-04-04,Shift A,MC-005,OP-042,MAT-003,1908,1884,24,800,77.9,4.58
TRX-PRD-005459,2026-06-13,Shift B,MC-009,OP-034,MAT-005,1439,1198,241,1200,85.6,7.73
TRX-PRD-005460,2026-06-24,Shift B,MC-011,OP-053,MAT-006,1778,1346,432,1200,68.0,6.93
TRX-PRD-005461,2026-06-08,Shift C,MC-006,OP-046,MAT-010,1737,1654,83,1800,68.8,6.62
TRX-PRD-005462,2026-04-03,Shift A,MC-002,OP-060,MAT-001,1451,1419,32,1600,93.6,5.61
TRX-PRD-005463,2026-04-25,Shift C,MC-010,OP-010,MAT-008,1235,1224,11,1300,79.8,7.83
TRX-PRD-005464,2026-06-16,Shift A,MC-006,,MAT-007,2222,2203,19,1300,77.2,4.44
TRX-PRD-005465,2026-06-20,Shift B,MC-011,OP-028,MAT-007,950,672,278,1000,67.1,4.58
TRX-PRD-005466,2026-04-11,Shift A,MC-012,OP-043,MAT-006,1551,1526,25,1000,60.6,6.9
TRX-PRD-005467,2026-05-16,Shift A,MC-010,,MAT-004,2113,2075,38,1700,68.9,6.19
TRX-PRD-005468,2026-05-02,Shift A,MC-004,OP-055,MAT-013,502,491,11,1000,71.6,4.23
TRX-PRD-005469,2026-04-11,Shift C,MC-001,OP-021,MAT-003,1621,1605,16,1500,89.5,5.54
TRX-PRD-005470,2026-04-30,Shift C,MC-010,OP-007,MAT-010,2552,2529,23,1000,63.8,5.95
TRX-PRD-005471,2026-06-19,Shift B,MC-014,OP-006,MAT-010,961,915,46,1600,82.5,4.95
TRX-PRD-005472,2026-06-10,Shift B,MC-013,,MAT-005,2003,1905,98,1500,82.8,6.38
TRX-PRD-005473,2026-03-31,Shift C,MC-005,OP-005,MAT-010,784,769,15,800,73.9,5.67
TRX-PRD-005474,2026-05-08,Shift B,MC-009,OP-011,MAT-004,1270,984,286,1300,72.3,5.88
TRX-PRD-005475,2026-04-18,Shift B,MC-007,OP-002,MAT-014,1473,1399,74,800,66.5,4.01
TRX-PRD-005476,2026-06-08,Shift C,MC-010,OP-060,MAT-005,584,580,4,1000,69.2,5.79
TRX-PRD-005477,2026-04-04,Shift B,MC-008,OP-050,MAT-013,1835,1435,400,1200,69.6,4.1
TRX-PRD-005478,2026-05-15,Shift A,MC-012,OP-025,MAT-006,1963,1945,18,1300,76.4,4.34
TRX-PRD-005479,2026-05-13,Shift C,MC-012,OP-033,MAT-006,1548,1529,19,1300,77.6,5.85
TRX-PRD-005480,2026-06-01,Shift A,MC-003,OP-044,MAT-012,1008,998,10,800,77.5,7.69
TRX-PRD-005481,2026-06-16,Shift C,MC-014,OP-059,MAT-003,741,728,13,1000,68.2,4.16
TRX-PRD-005482,2026-04-24,Shift A,MC-011,OP-010,MAT-007,1026,1016,10,1300,82.1,4.69
TRX-PRD-005483,2026-05-09,Shift C,MC-009,OP-007,MAT-012,976,960,16,1200,78.1,5.85
TRX-PRD-005484,2026-04-09,Shift C,MC-014,OP-016,MAT-009,1589,1548,41,1500,69.4,5.56
TRX-PRD-005485,2026-05-22,Shift C,MC-013,OP-005,MAT-011,1069,1060,9,1600,57.6,7.53
TRX-PRD-005486,2026-05-07,Shift B,MC-003,OP-046,MAT-006,2732,2436,296,1500,86.4,5.76
TRX-PRD-005487,2026-06-21,Shift C,MC-006,OP-052,MAT-005,2849,2816,33,800,76.4,4.27
TRX-PRD-005488,2026-06-20,Shift C,MC-001,OP-030,MAT-011,1731,1718,13,1500,66.0,5.69
TRX-PRD-005489,2026-06-19,Shift C,MC-006,,MAT-004,2759,2737,22,1800,70.7,7.8
TRX-PRD-005490,2026-04-24,Shift C,MC-013,OP-040,MAT-007,2147,2112,35,1800,95.0,4.61
TRX-PRD-005491,2026-04-29,Shift B,MC-003,OP-004,MAT-013,1813,1569,244,1800,67.4,5.98
TRX-PRD-005492,2026-05-18,Shift C,MC-006,OP-058,MAT-003,1636,1587,49,1600,85.4,7.18
TRX-PRD-005493,2026-05-23,Shift B,MC-007,OP-028,MAT-013,2226,1892,334,800,89.5,6.28
TRX-PRD-005494,2026-04-15,Shift B,MC-013,OP-053,MAT-014,2987,2312,675,1300,77.4,7.61
TRX-PRD-005495,2026-03-28,Shift A,MC-011,OP-015,MAT-006,1875,1858,17,1000,72.2,4.82
TRX-PRD-005496,2026-05-22,Shift A,MC-006,,MAT-014,522,513,9,1000,63.6,7.95
TRX-PRD-005497,2026-06-06,Shift A,MC-004,OP-060,MAT-001,711,698,13,1200,70.9,7.67
TRX-PRD-005498,2026-04-25,Shift A,MC-014,OP-041,MAT-001,2356,2336,20,1000,65.6,7.08
TRX-PRD-005499,2026-05-14,Shift A,MC-002,OP-030,MAT-012,2577,2525,52,1300,74.5,5.66
TRX-PRD-005500,2026-06-07,Shift C,MC-006,OP-008,MAT-005,2723,2671,52,1300,66.3,5.15
TRX-PRD-005501,2026-04-16,Shift A,MC-003,OP-023,MAT-009,2412,2390,22,1000,73.3,4.78
TRX-PRD-005502,2026-06-14,Shift A,MC-001,OP-027,MAT-007,2761,2632,129,800,76.5,4.38
TRX-PRD-005503,2026-04-16,Shift C,MC-002,OP-030,MAT-013,858,848,10,1200,79.7,7.01
TRX-PRD-005504,2026-04-09,Shift A,MC-009,OP-017,MAT-012,1298,1286,12,1500,-46.7,6.61
TRX-PRD-005505,2026-05-27,Shift B,MC-002,OP-024,MAT-012,1900,1816,84,1600,68.6,7.58
TRX-PRD-005506,2026-05-16,Shift C,MC-013,OP-013,MAT-007,2348,2324,24,1000,93.2,4.49
TRX-PRD-005507,2026-04-14,Shift A,MC-005,OP-041,MAT-002,2320,2283,37,1600,65.5,7.92
TRX-PRD-005508,2026-06-15,Shift C,MC-003,OP-027,MAT-003,1257,1217,40,1500,84.6,4.52
TRX-PRD-005509,2026-05-24,Shift A,MC-007,OP-020,MAT-011,1288,1271,17,1600,71.3,7.24
TRX-PRD-005510,2026-06-15,Shift B,MC-011,OP-022,MAT-006,1046,739,307,1200,66.4,7.38
TRX-PRD-005511,2026-06-14,Shift C,MC-010,OP-005,MAT-008,2257,2233,24,1500,79.9,6.54
TRX-PRD-005512,2026-06-25,Shift C,MC-012,OP-042,MAT-014,1505,1481,24,1000,66.4,4.16
TRX-PRD-005513,2026-04-11,Shift A,MC-011,OP-034,MAT-014,1858,1795,63,1200,64.2,4.19
TRX-PRD-005514,2026-06-10,Shift B,MC-007,OP-045,MAT-012,1918,1852,66,1000,-62.9,6.19
TRX-PRD-005515,2026-06-12,Shift B,MC-008,OP-022,MAT-012,2668,2203,465,1300,79.6,7.62
TRX-PRD-005516,2026-06-12,Shift A,MC-006,OP-015,MAT-009,2727,2680,47,800,73.9,7.99
TRX-PRD-005517,2026-06-12,Shift C,MC-012,OP-031,MAT-013,2133,2107,26,1600,68.5,6.29
TRX-PRD-005518,2026-06-12,Shift C,MC-009,OP-023,MAT-013,798,783,15,1200,98.2,7.08
TRX-PRD-005519,2026-05-10,Shift C,MC-005,OP-023,MAT-011,769,758,11,1000,83.0,6.91
TRX-PRD-005520,2026-04-30,Shift C,MC-008,,MAT-003,1169,1147,22,1300,82.2,5.07
TRX-PRD-005521,2026-05-01,Shift B,MC-013,OP-038,MAT-013,1737,1422,315,1500,76.7,7.14
TRX-PRD-005522,2026-05-17,Shift C,MC-013,OP-026,MAT-002,1575,1561,14,1200,69.1,5.47
TRX-PRD-005523,2026-04-14,Shift B,MC-010,OP-011,MAT-012,727,634,93,1800,67.1,4.81
TRX-PRD-005524,2026-06-10,Shift A,MC-004,OP-012,MAT-013,1653,1635,18,1700,72.2,7.06
TRX-PRD-005525,2026-04-24,Shift C,MC-006,OP-023,MAT-011,1103,1082,21,1600,84.5,7.11
TRX-PRD-005526,2026-04-23,Shift B,MC-014,OP-036,MAT-008,1391,1318,73,800,70.4,7.85
TRX-PRD-005527,2026-05-25,Shift B,MC-004,OP-027,MAT-007,1159,868,291,800,78.2,5.37
TRX-PRD-005528,2026-04-24,Shift B,MC-014,OP-011,MAT-004,2748,2100,648,1200,86.9,6.74
TRX-PRD-005529,2026-04-07,Shift B,MC-012,OP-027,MAT-004,2549,2248,301,1500,75.4,7.76
TRX-PRD-005530,2026-05-10,Shift A,MC-001,OP-050,MAT-002,854,826,28,1500,80.5,5.84
TRX-PRD-005531,2026-05-31,Shift B,MC-013,OP-053,MAT-012,2108,1741,367,1200,84.0,7.5
TRX-PRD-005532,2026-04-19,Shift A,MC-014,OP-010,MAT-005,1602,1584,18,1600,84.2,7.3
TRX-PRD-005533,2026-05-11,Shift A,MC-014,OP-051,MAT-006,1333,1319,14,800,77.5,5.04
TRX-PRD-005534,2026-04-24,Shift A,MC-005,OP-029,MAT-013,513,507,6,1000,65.8,4.57
TRX-PRD-005535,2026-04-06,Shift C,MC-011,OP-060,MAT-005,2793,2749,44,1000,78.3,4.51
TRX-PRD-005536,2026-04-03,Shift C,MC-010,OP-005,MAT-009,1459,1428,31,800,88.6,6.81
TRX-PRD-005537,2026-06-19,Shift C,MC-003,OP-014,MAT-005,782,777,5,1800,86.8,7.66
TRX-PRD-005538,2026-06-11,Shift B,MC-014,OP-050,MAT-009,1150,890,260,1200,59.6,5.64
TRX-PRD-005539,2026-05-04,Shift A,MC-001,OP-052,MAT-011,2469,2408,61,1800,80.7,6.76
TRX-PRD-005540,2026-05-04,Shift B,MC-007,OP-022,MAT-010,1933,1420,513,800,70.2,4.56
TRX-PRD-005541,2026-04-24,Shift B,MC-004,OP-009,MAT-004,1534,1251,283,1300,91.5,5.03
TRX-PRD-005542,2026-05-21,Shift B,MC-008,OP-009,MAT-006,2280,1938,342,1500,83.6,4.84
TRX-PRD-005543,2026-04-08,Shift A,MC-003,OP-022,MAT-012,1566,1509,57,1600,65.4,7.02
TRX-PRD-005544,2026-05-30,Shift A,MC-014,OP-032,MAT-004,1166,1139,27,1000,71.7,7.88
TRX-PRD-005545,2026-06-19,Shift C,MC-013,OP-029,MAT-006,1799,1786,13,800,88.2,7.3
TRX-PRD-005546,2026-06-12,Shift A,MC-006,OP-031,MAT-014,1354,1334,20,1700,58.9,4.64
TRX-PRD-005547,2026-06-07,Shift B,MC-013,OP-027,MAT-012,2679,2228,451,1700,67.8,6.02
TRX-PRD-005548,2026-06-03,Shift A,MC-001,,MAT-013,1237,1222,15,1600,79.4,5.25
TRX-PRD-005549,2026-04-22,Shift A,MC-003,,MAT-005,891,869,22,1700,77.0,7.73
TRX-PRD-005550,2026-04-26,Shift B,MC-001,OP-055,MAT-005,1070,860,210,800,63.1,7.92
TRX-PRD-005551,2026-06-17,Shift C,MC-001,OP-060,MAT-013,519,510,9,1800,81.8,7.98
TRX-PRD-005552,2026-06-13,Shift C,MC-008,OP-043,MAT-001,1575,1554,21,1600,63.4,7.75
TRX-PRD-005553,2026-06-12,Shift A,MC-006,OP-014,MAT-005,2777,2749,28,1800,65.2,6.53
TRX-PRD-005554,2026-05-06,Shift A,MC-005,OP-008,MAT-011,2598,2561,37,1800,78.2,6.31
TRX-PRD-005555,2026-05-11,Shift C,MC-002,OP-035,MAT-014,1157,1142,15,1200,61.6,7.74
TRX-PRD-005556,2026-04-22,Shift B,MC-013,OP-009,MAT-009,2644,2053,591,1500,68.4,5.23
TRX-PRD-005557,2026-05-28,Shift C,MC-012,OP-028,MAT-010,2883,2790,93,1500,76.6,6.56
TRX-PRD-005558,2026-04-09,Shift A,MC-006,OP-043,MAT-008,2056,2026,30,1800,83.6,5.83
TRX-PRD-005559,2026-04-10,Shift B,MC-004,OP-024,MAT-012,2036,1936,100,1800,78.3,7.31
TRX-PRD-005560,2026-04-23,Shift C,MC-002,OP-025,MAT-002,965,952,13,1000,80.1,7.22
TRX-PRD-005561,2026-05-14,Shift B,MC-006,OP-018,MAT-008,981,843,138,1700,72.4,5.2
TRX-PRD-005562,2026-06-06,Shift A,MC-007,OP-024,MAT-004,1209,1187,22,1600,90.1,4.49
TRX-PRD-005563,2026-04-07,Shift A,MC-011,OP-044,MAT-002,1597,1572,25,1000,85.0,4.21
TRX-PRD-005564,2026-04-08,Shift C,MC-001,OP-060,MAT-005,2414,2370,44,1500,75.4,4.37
TRX-PRD-005565,2026-05-07,Shift C,MC-010,OP-008,MAT-014,1622,1610,12,1200,64.6,6.0
TRX-PRD-005566,2026-04-20,Shift C,MC-003,OP-029,MAT-009,1131,1113,18,1500,89.8,5.91
TRX-PRD-005567,2026-03-29,Shift B,MC-001,OP-056,MAT-008,2619,1995,624,1600,93.3,6.93
TRX-PRD-005568,2026-05-19,Shift C,MC-003,OP-046,MAT-005,2391,2339,52,800,97.3,5.54
TRX-PRD-005569,2026-04-10,Shift B,MC-014,OP-038,MAT-010,1039,827,212,800,70.6,6.8
TRX-PRD-005570,2026-06-09,Shift B,MC-003,OP-010,MAT-009,2292,2178,114,800,86.4,5.64
TRX-PRD-005571,2026-06-24,Shift A,MC-014,OP-024,MAT-010,2300,2276,24,1600,72.9,4.19
TRX-PRD-005572,2026-04-19,Shift B,MC-011,OP-017,MAT-012,1819,1729,90,1700,69.7,6.38
TRX-PRD-005573,2026-04-02,Shift C,MC-009,OP-038,MAT-003,2346,2269,77,1300,68.3,4.53
TRX-PRD-005574,2026-05-15,Shift B,MC-012,OP-054,MAT-002,1701,1620,81,1800,69.2,5.06
TRX-PRD-005575,2026-05-25,Shift A,MC-006,OP-042,MAT-003,2141,2125,16,800,55.2,5.73
TRX-PRD-005576,2026-06-05,Shift C,MC-014,OP-021,MAT-003,546,537,9,800,-55.4,6.55
TRX-PRD-005577,2026-06-12,Shift B,MC-001,OP-053,MAT-013,2762,1992,770,1200,65.8,5.69
TRX-PRD-005578,2026-06-16,Shift A,MC-001,OP-018,MAT-003,995,960,35,1200,87.5,4.41
TRX-PRD-005579,2026-06-15,Shift A,MC-013,OP-045,MAT-013,1214,1197,17,1200,63.4,5.98
TRX-PRD-005580,2026-04-25,Shift A,MC-003,OP-006,MAT-007,737,725,12,1300,42.5,7.74
TRX-PRD-005581,2026-06-21,Shift A,MC-013,OP-051,MAT-005,2719,2679,40,1200,96.1,4.66
TRX-PRD-005582,2026-06-23,Shift C,MC-003,OP-043,MAT-005,2240,2221,19,1700,79.5,6.33
TRX-PRD-005583,2026-05-23,Shift A,MC-009,OP-043,MAT-003,954,935,19,1300,76.9,5.78
TRX-PRD-005584,2026-06-24,Shift A,MC-011,OP-007,MAT-006,1963,1946,17,1500,83.3,4.52
TRX-PRD-005585,2026-05-28,Shift A,MC-001,OP-044,MAT-011,2516,2473,43,1500,83.0,4.66
TRX-PRD-005586,2026-04-19,Shift B,MC-010,OP-055,MAT-008,1536,1327,209,1600,79.2,6.1
TRX-PRD-005587,2026-05-23,Shift C,MC-014,OP-013,MAT-013,713,707,6,1700,68.3,7.32
TRX-PRD-005588,2026-06-06,Shift A,MC-011,OP-042,MAT-007,2063,2027,36,1800,70.9,7.82
TRX-PRD-005589,2026-05-12,Shift B,MC-008,OP-007,MAT-012,1799,1724,75,1800,67.0,4.91
TRX-PRD-005590,2026-05-09,Shift C,MC-009,OP-042,MAT-010,652,646,6,1200,68.1,6.89
TRX-PRD-005591,2026-06-11,Shift C,MC-005,OP-029,MAT-012,1685,1655,30,1800,80.8,4.42
TRX-PRD-005592,2026-06-14,Shift A,MC-012,OP-057,MAT-011,679,653,26,1800,70.3,5.6
TRX-PRD-005593,2026-05-02,Shift B,MC-010,OP-048,MAT-011,1044,842,202,1800,68.9,4.46
